One Hot Encode,Symptom Description
6,"For the past few weeks, constant tiredness, and it's interfering with my daily life."
6,"Every day, I'm struggling with severe fatigue, and it's interfering with my daily life."
6,"Every day, I'm struggling with constant tiredness, and it's interfering with my daily life."
6,"My energy levels are constantly constant tiredness, and it's interfering with my daily life."
6,"Every day, I'm struggling with constant tiredness, and it's making it hard to get through the day."
6,"It feels like severe fatigue, and it's draining all my energy."
6,"For the past few weeks, persistent lack of energy, and it's causing trouble with everyday tasks."
6,"Lately, I'm experiencing profound tiredness, and it's affecting my ability to focus."
6,"My energy levels are constantly persistent lack of energy, and it's leaving me unable to function properly."
6,"Recently, I've noticed persistent lack of energy, and it's causing trouble with everyday tasks."
6,"Lately, I'm experiencing severe fatigue, and it's interfering with my daily life."
6,"Lately, I'm experiencing profound tiredness, and it's leaving me unable to function properly."
6,"Every day, I'm struggling with persistent lack of energy, and it's draining all my energy."
6,"Simple tasks are leaving me feeling unrelenting fatigue, and it's draining all my energy."
6,"For the past few weeks, persistent lack of energy, and it's making it hard to get through the day."
6,"Despite resting, constant tiredness, and it's affecting my ability to focus."
6,"It feels like unrelenting fatigue, and it's causing trouble with everyday tasks."
6,"Despite resting, persistent lack of energy, and it's draining all my energy."
6,"Lately, I'm experiencing unrelenting fatigue, and it's causing trouble with everyday tasks."
6,"I've been noticing constant tiredness, and it's causing trouble with everyday tasks."
6,"For the past few weeks, chronic exhaustion, and it's draining all my energy."
6,"Lately, I'm experiencing persistent lack of energy, and it's making it hard to get through the day."
6,"Simple tasks are leaving me feeling profound tiredness, and it's draining all my energy."
6,"I've been noticing severe fatigue, and it's affecting my ability to focus."
6,"Lately, I'm experiencing chronic exhaustion, and it's draining all my energy."
6,"I've been dealing with severe fatigue, and it's draining all my energy."
6,"Despite resting, severe fatigue, and it's interfering with my daily life."
6,"Recently, I've noticed severe fatigue, and it's affecting my ability to focus."
6,"I've been dealing with constant tiredness, and it's making it hard to get through the day."
6,"I've been dealing with profound tiredness, and it's making it hard to get through the day."
6,"Recently, I've noticed chronic exhaustion, and it's causing trouble with everyday tasks."
6,"It feels like severe fatigue, and it's affecting my ability to focus."
6,"Lately, I'm experiencing constant tiredness, and it's making it hard to get through the day."
6,"Every day, I'm struggling with chronic exhaustion, and it's making it hard to get through the day."
6,"I've been dealing with persistent lack of energy, and it's affecting my ability to focus."
6,"Lately, I'm experiencing profound tiredness, and it's causing trouble with everyday tasks."
6,"I've been noticing profound tiredness, and it's making it hard to get through the day."
6,"Recently, I've noticed chronic exhaustion, and it's interfering with my daily life."
6,"My energy levels are constantly severe fatigue, and it's leaving me unable to function properly."
6,"It feels like unrelenting fatigue, and it's draining all my energy."
6,"I've been noticing constant tiredness, and it's leaving me unable to function properly."
6,"Recently, I've noticed constant tiredness, and it's leaving me unable to function properly."
6,"Despite resting, unrelenting fatigue, and it's making it hard to get through the day."
6,"It feels like unrelenting fatigue, and it's interfering with my daily life."
6,"Despite resting, severe fatigue, and it's affecting my ability to focus."
6,"Every day, I'm struggling with profound tiredness, and it's affecting my ability to focus."
6,"Lately, I'm experiencing persistent lack of energy, and it's draining all my energy."
6,"Recently, I've noticed persistent lack of energy, and it's leaving me unable to function properly."
6,"For the past few weeks, persistent lack of energy, and it's leaving me unable to function properly."
6,"I've been noticing constant tiredness, and it's draining all my energy."
6,"I've been dealing with unrelenting fatigue, and it's making it hard to get through the day."
6,"Despite resting, unrelenting fatigue, and it's causing trouble with everyday tasks."
6,"Recently, I've noticed persistent lack of energy, and it's making it hard to get through the day."
6,"I've been dealing with profound tiredness, and it's causing trouble with everyday tasks."
6,"Despite resting, chronic exhaustion, and it's making it hard to get through the day."
6,"It feels like severe fatigue, and it's interfering with my daily life."
6,"Every day, I'm struggling with profound tiredness, and it's draining all my energy."
6,"Every day, I'm struggling with constant tiredness, and it's affecting my ability to focus."
6,"It feels like constant tiredness, and it's draining all my energy."
6,"Lately, I'm experiencing unrelenting fatigue, and it's affecting my ability to focus."
6,"I've been noticing chronic exhaustion, and it's making it hard to get through the day."
6,"Despite resting, chronic exhaustion, and it's interfering with my daily life."
6,"I've been noticing chronic exhaustion, and it's draining all my energy."
6,"My energy levels are constantly severe fatigue, and it's interfering with my daily life."
6,"My energy levels are constantly persistent lack of energy, and it's making it hard to get through the day."
6,"Simple tasks are leaving me feeling severe fatigue, and it's causing trouble with everyday tasks."
6,"For the past few weeks, persistent lack of energy, and it's draining all my energy."
6,"Lately, I'm experiencing unrelenting fatigue, and it's interfering with my daily life."
6,"It feels like persistent lack of energy, and it's draining all my energy."
6,"Simple tasks are leaving me feeling constant tiredness, and it's interfering with my daily life."
6,"Despite resting, persistent lack of energy, and it's causing trouble with everyday tasks."
6,"For the past few weeks, severe fatigue, and it's affecting my ability to focus."
6,"Every day, I'm struggling with persistent lack of energy, and it's affecting my ability to focus."
6,"Lately, I'm experiencing chronic exhaustion, and it's leaving me unable to function properly."
6,"Despite resting, constant tiredness, and it's causing trouble with everyday tasks."
6,"I've been dealing with unrelenting fatigue, and it's interfering with my daily life."
6,"Every day, I'm struggling with constant tiredness, and it's leaving me unable to function properly."
6,"It feels like constant tiredness, and it's causing trouble with everyday tasks."
6,"Despite resting, chronic exhaustion, and it's causing trouble with everyday tasks."
6,"It feels like chronic exhaustion, and it's draining all my energy."
6,"I've been dealing with constant tiredness, and it's causing trouble with everyday tasks."
6,"Every day, I'm struggling with persistent lack of energy, and it's interfering with my daily life."
6,"Despite resting, unrelenting fatigue, and it's affecting my ability to focus."
6,"I've been dealing with unrelenting fatigue, and it's draining all my energy."
6,"Despite resting, severe fatigue, and it's making it hard to get through the day."
6,"It feels like profound tiredness, and it's interfering with my daily life."
6,"Recently, I've noticed unrelenting fatigue, and it's affecting my ability to focus."
6,"Lately, I'm experiencing severe fatigue, and it's leaving me unable to function properly."
6,"My energy levels are constantly persistent lack of energy, and it's interfering with my daily life."
6,"I've been dealing with severe fatigue, and it's leaving me unable to function properly."
6,"Simple tasks are leaving me feeling chronic exhaustion, and it's making it hard to get through the day."
6,"Every day, I'm struggling with severe fatigue, and it's leaving me unable to function properly."
6,"Recently, I've noticed profound tiredness, and it's making it hard to get through the day."
6,"Lately, I'm experiencing profound tiredness, and it's making it hard to get through the day."
6,"Recently, I've noticed unrelenting fatigue, and it's making it hard to get through the day."
6,"Simple tasks are leaving me feeling profound tiredness, and it's affecting my ability to focus."
6,"Recently, I've noticed chronic exhaustion, and it's affecting my ability to focus."
6,"Lately, I'm experiencing chronic exhaustion, and it's interfering with my daily life."
34,"I have been feeling extremely tired and weak, and I've also been coughing a lot with difficulty breathing. My fever is very high, and I'm producing a lot of mucus when I cough."
34,"I've got a cough that won't go away, and I'm exhausted. I've been coughing up thick mucous and my fever is also pretty high."
34,"I have a persistent cough and have been feeling quite fatigued. My fever is through the roof, and I'm having trouble breathing. When I cough, I also cough up a lot of mucous."
34,"I've been having issues with exhaustion, a dry cough, and breathing. I have a very high fever and have been coughing up a lot of thick, mucoid phlegm."
34,"I feel really fatigued and weak, and I have a bad cough. My fever is really high, and my breathing has become shallow. When I cough, a lot of saliva comes out as well."
34,"I've had a lot of sleepiness, a cough that refuses to go away, and breathing difficulty. I've been coughing up a lot of thick, mucoid saliva and have a high fever."
34,"doctor, i have been having high fever since past few days , saliva also became thick , dry cough , weakness also seen"
34,"I have a cough that has continued for days, and I feel really weak and tired. My fever is high, and my breath has become strained. When I cough, I also generate a lot of mucus."
34,"Mom, Dad, I've been feeling really tired and weak lately, and I've had this cough that just won't go away. It's been hard for me to catch my breath, and my fever has been really high. When I cough, I've been producing a lot of mucus."
34,"Hey Mom, Hey Dad, I've been feeling really exhausted lately and have had this persistent cough. My breathing has become shallow, and my fever is very high. I've also been coughing up a lot of thick, mucoid sputum"
34,"Recently, I've felt quite weak and exhausted, and I've also had a cough that simply won't go away. My fever has been really high, and it has been challenging for me to catch my breath. I've been making a lot of mucous when I cough."
34,"I've felt terribly weak and drained, and I've also had a cough that that won't go away. My fever has been exceptionally high, and it has been challenging to try to catch my breath. I've been creating a lot of mucous when I cough."
34,"I'm feeling really tired and weak lately, and I've had this cough that just won't go away. My breathing has become shallow, and my fever has been really high. When I cough, I've been producing a lot of thick, mucoid sputum"
34,"feeling extremely exhausted and have had this persistent cough. It's been hard for me to catch my breath, and my fever is very high. I've also been producing a lot of mucus when I cough"
34,"I've been struggling with fatigue and a constant cough that's been making it difficult to breathe. My fever is high, and I've been coughing up a lot of thick, mucoid sputum."
34,"I've had a nagging cough that won't go away, and my breathing has become labored. My fever is also very high, and I'm feeling very weak and tired. I've been producing a lot of mucus when I cough"
34,"I've been experiencing a high fever, a persistent cough, and shortness of breath. I've also been producing a lot of thick, mucoid sputum, and I'm feeling very tired and weak."
34,"I've been having breathing issues, a persistent cough, and exhaustion. I've been coughing up a lot of thick, mucoid sputum and have a very high fever. I'm just feeling so drained and tired from having to deal with all of this."
34,"I've had this cough that's been lingering for days and difficulty breathing. My fever is sky-high, and I'm feeling so weak and tired. I've also been producing a lot of mucus when I cough, and it's just been so overwhelming to deal with all of these symptoms. I'm getting so frustrated with all of this."
34,"I've had a persistent cough for days, and I also have breathing problems. I'm so weak and exhausted, and my fever is through the roof. It's been very difficult to manage all of these symptoms, and I've also been coughing up a lot of mucus. I'm becoming so angry over everything."
34,"I've been struggling with difficulty breathing, a constant cough, and fatigue. My fever is extremely high, and I've been coughing up a lot of thick, mucoid sputum. It's been so hard to deal with all of this, and I'm just feeling so drained and worn out"
34,"I've been having breathing issues, a persistent cough, and exhaustion. I've been coughing up a lot of thick, mucoid sputum and have a very high fever. I'm just feeling so exhausted and tired from having to cope with all of this."
34,"I've been feeling really ill lately. I've had this persistent cough and difficulty breathing, and my fever has been off the charts. I'm also feeling extremely exhausted, and I've been producing a lot of mucus when I cough. It's just been so overwhelming to deal with all of these symptoms"
34,"Recently, I've been feeling terrible. My fever has been through the roof, and I've had a persistent cough and breathing problems. I've been coughing up a lot of phlegm and am also feeling quite weary. Dealing with all of these symptoms has been quite difficult."
34,"I've had a fever, a cough that won't go away, and shortness of breath. In addition, I've been coughing up a lot of thick, mucoid saliva and I feel quite worn out and weak."
34,"Hey, I've had a dry cough, breathing difficulties, as well as a high fever. a lot of mucous is being produced, and I feel incredibly weak and tired."""
34,"Recently, I have had a number of concerning symptoms, including a dry cough, impaired breathing, a high fever, and a lot of mucus. I also feel very weak and tired."
34,"I am currently dealing with a number of health issues, including a dry cough, difficulty breathing, a high fever, and increased mucus production. I am also feeling very weak and tired"
34,"its been a week , i am suffering from continious health issues like dry cough  , problems in breathing , weakness throughout the day."
34,"Doctor , from couple of days i am not able to brethe propelry , lying on bed due to high fever , lot of mucus gets out . please suggest me some medicines."
34,"I've been experiencing shortness of breath, a persistent cough, and a high fever. I've also been producing a lot of thick, mucoid sputum, and I'm feeling so drained and exhausted. It's been so hard to deal with all of this."
34," I'm so weak and exhausted, and my fever is through the roof. It's been very difficult to manage all of these symptoms, and I've also been coughing up a lot of mucus. I'm becoming so angry over everything."
34," must confess that I've been experiencing shortness of breath, a persistent cough, and a high fever. I've also been producing a lot of thick, mucoid sputum, and I'm feeling quite drained and exhausted. It's all been rather tough to deal with, and I'm feeling quite sick at the moment"
34,"I must admit that I have been having a high fever, a persistent cough, and shortness of breath. In addition, I've been coughing up a lot of thick, mucoid saliva and I've been feeling really depleted and worn out."
34,"I've been having a tough time with this constant cough, difficulty breathing, and fatigue. My fever is high, and I've been coughing up a lot of thick, mucoid sputum. It's all been rather draining and exhausting, and I'm feeling quite sick at the moment."
34,"I've been struggling with a persistent cough, breathing issues, and exhaustion. I've been coughing up a lot of thick, mucoid sputum and have a high fever. All of this has been really tiring and exhausting, and right now I'm feeling rather ill."
34,"I've been dealing with a bad cough, breathing issues, and drowsiness. I've been coughing up a lot of thick, mucoid sputum and have a high fever. All of this has been really exhausting and exhausting, and right now I'm feeling rather ill."
34,"My persistent cough, breathing problems, and exhaustion have been making things difficult for me. I've been producing copious amounts of thick, mucoid sputum while also having a high fever. I'm currently feeling fairly ill because everything has been so tiring and exhausting."
34,"With my persistent cough, respiratory issues, and exhaustion, I've been struggling. I have a high fever and have been producing a lot of thick, mucoid sputum while coughing. I currently feel rather sick as a result of how draining and tiresome everything has been."
34,"My fever is through the roof, and I'm so weak and tired out. I've been coughing up a lot of mucous, and managing all of these symptoms has been really hard. Everything is making me so upset."
34,"Doctor Due to a high fever, I haven't been able to breathe via my nose or mouth for a few days and feelinf too tired. Please recommend some medications for me."
34,"Hey, I've got a dry cough, trouble breathing, and a high fever. I'm producing a lot of mucus and am feeling quite weak and exhausted."
34,"I've been coughing nonstop for days, and I also have respiratory issues. My fever is through the roof, and I'm so weak and worn out. All of these symptoms have been really challenging for me to control,"
34,"In addition to sleepiness, I've been having trouble breathing due to a persistent cough. I've been coughing up a lot of thick, mucoid sputum and have a high fever."
34,"I've been struggling to breathe, coughing constantly, and feeling worn out. I have a very high fever and have been coughing up a lot of thick, mucoid saliva. I simply feel so worn out and exhausted from trying to deal with everything."
34,"I've been experiencing difficulty breathing, a chronic cough, and weariness. I've been producing a lot of thick, mucoid sputum while also running a very high temperature. Due to having to cope with all of this, I'm simply feeling extremely worn out and exhausted."
34,"Hello, Mom and Father Recently, I've felt incredibly worn out and have had a cough that won't go away. My fever is really high, and my breathing has become shallow. Additionally, I've been coughing up a lot of mucous, thick sputum."
34,"I've been struggling with fatigue and a constant cough that's been making it difficult to breathe. My fever is high, and I've been coughing up a lot of thick, mucoid sputum."
34,"Doctor Due to a high fever, I haven't been able to breathe via my nose or mouth for a few days and feeling too tired.sometimes mucus has been seen too.Please recommend some medications for me."
34,"I've had ongoing health problems for a week, including a dry cough, breathing difficulties, and general weakness."
34,"My chest feels tight and I've been wheezing, making it hard to catch my breath. I'm also coughing a lot, and the mucus I bring up is thick and sticky. On top of that, I've been feeling incredibly tired and weak, and my fever is pretty high."
34,"My chest feels tight and I've been having trouble catching my breath, especially when I try to exercise.  I've also been coughing a lot, particularly at night, and I'm producing a lot of phlegm.  It feels like I have a constant tickle in my throat, and I've been feeling fatigued and rundown.  My fever isn't too high, but it comes and goes."
34,"""I've been feeling awful for days now. My chest feels tight and constricted, making it hard to breathe, especially when I try to sleep.  I've also got this hacking cough that just won't quit, and it feels like I'm drowning in my own phlegm.  On top of that, I have a fever that's burning me up, and I'm so weak and tired I can barely get out of bed."""
34,"""I feel like my chest is constantly tight, and I'm struggling to get enough air.  It feels like there's something heavy sitting on my lungs. My cough is relentless, and I've been feeling very tired and weak.  I've also noticed a fever and am producing a lot of phlegm when I cough."""
34,"My chest feels tight, and it's hard to catch my breath. I've been coughing a lot, especially at night, and the mucus I cough up is thick and sometimes even tinged with blood. My energy is completely shot, and even the simplest tasks feel like a huge effort. I've had a fever for a few days now, and it doesn't seem to be getting any better."
34,"""I've been feeling really out of sorts lately, like I can't catch my breath and my chest feels tight. My cough just won't quit, and it's making me feel weak and exhausted. I have a high fever, and when I cough, I'm bringing up a lot of thick, sticky phlegm. It's just been a miserable experience."""
34,"""My chest feels tight and I'm wheezing, especially when I breathe in. I've had a persistent cough for a few days now, and I'm feeling really exhausted. My fever is pretty high, and I've been coughing up thick, sticky mucus.  It's hard to catch my breath, and I feel like I can't get enough air."""
34,"""It feels like my chest is constantly tight, and I'm having trouble catching my breath.  I've been coughing a lot, especially at night, and it's hard to get a good sleep. I've also noticed I'm feeling more exhausted than usual, and my fever is higher than I'd like. Sometimes when I cough, I bring up a lot of thick mucus."""
34,"""I've been feeling incredibly sluggish and my chest feels tight, making it difficult to catch my breath. I've been waking up at night gasping for air, and I've got this persistent cough that just won't quit. My fever is high, and I feel like I'm drowning in phlegm every time I cough. It feels like my lungs are constantly inflamed, and I'm so tired of this."""
34,"""I've been feeling really out of sorts lately. My breathing feels tight and wheezy, and I've had this persistent cough that just won't quit. It's hard to get a good breath, and I'm exhausted all the time.  On top of everything else, I've been running a high fever and coughing up a lot of thick, sticky mucus. I'm worried this might be more than just a regular cold."""
34,"My chest feels tight, like a heavy weight is pressing down on it. It's hard to get a full breath, and I've been coughing a lot, especially at night.  My fever is high, and I feel weak and exhausted.  The coughing brings up thick phlegm, making it even harder to breathe.  I'm worried that this isn't just a regular cold."
34,"""I've been feeling like I can't catch my breath, and it's getting worse. It feels like my chest is tight and I'm wheezing, especially when I try to breathe deeply. I also have a persistent cough that's bringing up thick phlegm, and I'm feeling very tired and weak. My fever has been quite high, and I'm worried it might be something serious."""
34,"""My chest feels tight and heavy, and I've been wheezing, especially when I try to breathe deeply.  I've also been coughing a lot, and it's hard to catch my breath. I have a fever, and I'm feeling really weak and tired."""
34,"""My chest feels tight and heavy, almost like a weight is pressing down on it. I can't seem to get a full breath, and it feels like I'm struggling just to breathe normally. I've been coughing a lot, and it's hard to catch my breath. My fever is pretty high, and I'm coughing up a lot of thick mucus.  I'm feeling really drained and exhausted, and I just want this to stop."""
34,"""I've been feeling really unwell lately, with a persistent cough that makes it hard to catch my breath. My fever is high, and I feel incredibly weak and tired. My chest feels tight, and I've been coughing up a lot of thick, sticky phlegm. It's like my lungs are trying to fight something off, but I can't seem to get a handle on it."""
34,"""I've been feeling like I can't get a good breath. It's hard to sleep because my chest feels tight, and I keep waking up coughing. It's hard to talk because I feel like I'm running out of air. I also feel really tired and have a fever."""
34,"""My chest feels tight and heavy, and I have a persistent cough that makes it difficult to catch my breath. I've been feeling incredibly weak and fatigued, and my fever is quite high.  When I cough, I produce a lot of thick, white phlegm."""
34,"My chest feels tight and I've been wheezing, especially when I try to breathe deeply.  I'm also coughing a lot, and it feels like I can't catch my breath. My fever is pretty high, and I've been feeling really tired and weak."
34,"""My chest feels tight, and it's hard to take a full breath. I have a cough that just won't quit, and it's making me really tired. My fever is high, and I'm coughing up a lot of thick mucus."""
34,"""My chest feels tight, and it's hard to take a full breath. I've been feeling really weak and exhausted, and I have this cough that just won't quit. My fever is really high, and I've been coughing up a lot of thick mucus."""
34,"""I've been waking up in the middle of the night gasping for air.  My chest feels tight and I'm coughing so much that it's hard to catch my breath. I also feel really weak and tired, and my fever is very high.  I'm coughing up a lot of mucus, and it's getting harder to breathe."""
34,"""My chest feels tight and I can't seem to catch my breath. It feels like there's a weight on my chest, and I've been wheezing when I try to breathe. I've also been coughing a lot, and it's producing a thick, white mucus. I'm feeling exhausted and my fever is pretty high. It's hard to sleep, and I've just been feeling really awful."""
34,"My chest feels tight and constricted, and I've been struggling to breathe.  It feels like there's a weight on my lungs, and I'm getting out of breath easily.  I have a nagging cough that produces thick, sticky phlegm, and it feels like it's coming from deep within my chest.  I've also been feeling quite weak and fatigued, and my fever is high.  I'm concerned because this has been going on for a few days, and it's getting worse."
34,"""I've been feeling really unwell lately.  It started with a persistent cough that just won't quit, and I've noticed my breathing becoming more and more labored. My chest feels tight, and it's hard to get a full breath in.  I have a high fever, and I've been coughing up a lot of thick, white phlegm.  I'm so tired and weak, I barely have the energy to get out of bed."""
34,"My chest feels tight and constricted, and I can't seem to catch my breath.  I've been coughing a lot, especially at night, and it feels like there's something stuck in my throat. I'm also feeling very tired and weak, and my fever is quite high. When I cough, I produce a lot of mucus, sometimes even thick, white phlegm."
34,"My chest feels tight and I have trouble catching my breath, especially when I try to exert myself. I've also been coughing a lot, especially at night, and my cough brings up thick phlegm.  I feel exhausted and have been sleeping more than usual. My temperature has been elevated, but it doesn't feel like a full-blown fever. I'm worried this might be related to my asthma."
34,"""My chest feels tight and I'm having trouble catching my breath.  It feels like I have a constant pressure on my chest. I've been coughing a lot and it feels like I'm producing more mucus than usual. My fever has been very high for a few days and I've been feeling extremely weak and tired.  I just want to sleep, but I can't seem to get comfortable."""
34,"""I've been feeling like I'm constantly fighting for air, my chest feels tight and heavy, and I can't seem to catch my breath. My cough just won't quit, and it's bringing up thick, sticky mucus. My fever has been high for days, and I'm so exhausted I can barely move.  It feels like something is constantly weighing down on my lungs, making every breath a struggle."""
34,"""My chest feels tight and I'm struggling to catch my breath.  I have a cough that won't stop, even when I try to take deep breaths. My temperature is very high, and I'm feeling weak and exhausted.  When I cough, I bring up a lot of thick phlegm."""
34,"""I feel like I'm drowning in my own chest. Every breath feels like a struggle, and my chest feels tight and constricted. I've been coughing constantly, and it feels like my lungs are trying to expel something they can't. I'm exhausted, my fever is high, and I can't seem to shake this awful feeling of being suffocated."""
34,"""I've been waking up in the middle of the night gasping for air, feeling like my chest is constricted. My cough has been relentless, and it's hard to get a full breath in. I'm also experiencing a high fever and a persistent feeling of fatigue."""
34,"""I can barely catch my breath, and my chest feels tight. It's like there's a weight pressing down on my lungs. I've been coughing constantly, and the mucus I cough up is thick and sticky. I'm also feeling extremely weak and fatigued, and my fever has been very high."""
34,"""I've been feeling really run down and struggling to catch my breath.  My chest feels tight, and I've been waking up in the middle of the night gasping for air. I have a cough that just won't quit, and I've noticed a lot of thick, white mucus coming up when I cough."""
34,"""My chest feels tight and I'm finding it hard to breathe, even when I'm just sitting still. I've been coughing a lot, and it feels like something is stuck in my lungs. I'm also very tired and have a fever, which is making it even harder to do anything."""
34,"""My chest feels tight and heavy, and it's hard to get a full breath. I've been coughing a lot, and it seems like I'm producing more phlegm than usual. I also have a fever that's making me feel weak and tired. This whole situation is making it hard to sleep, and I'm worried about how this is affecting my daily life."""
34,"""I've been feeling like I can't catch my breath, even when I'm just sitting still.  My chest feels tight, and I've been coughing a lot, especially at night.  The cough brings up thick mucus, and I'm feeling exhausted all the time.  I've also had a fever, but it comes and goes. It's hard to sleep because of the coughing and the tightness in my chest."""
34,"""I've been waking up in the middle of the night gasping for air, feeling like my chest is constricted. My cough is relentless, and I'm producing thick, sticky phlegm.  My fever is high, and I'm just exhausted, barely able to get out of bed."""
34,"""I woke up feeling like I had a brick on my chest. My breathing is really shallow, and my cough just won't stop.  I'm sweating and shivering at the same time, and I'm so exhausted I can barely get out of bed.  It feels like there's something stuck in my chest, and every time I cough, it feels like I'm going to throw up."""
34,"""I woke up this morning feeling like I had a ton of bricks on my chest. It's hard to take a full breath, and my cough just won't quit.  My fever is pretty bad, and when I cough, it feels like I'm spitting up a whole ocean of thick mucus. I'm so tired, I can barely move."""
34,"""My chest feels tight and I've been wheezing, especially when I try to breathe deeply. I'm also coughing up a lot of phlegm and feeling incredibly tired. My fever has been high for a few days, and I'm having trouble sleeping because I'm constantly gasping for air."""
34,"""I've been feeling like I can't catch my breath, and it's getting worse. My chest feels tight, and I'm coughing a lot, especially at night. I've had a fever for a few days now, and I'm just feeling really drained and weak.  When I cough, I'm bringing up a lot of mucus, and it's making it even harder to breathe."""
34,"""I've been waking up in the middle of the night, gasping for air. I can't seem to catch my breath, and my chest feels tight.  I've been coughing a lot, and my fever is high.  It feels like there's something stuck in my chest, and I'm worried it's getting worse."""
34,"My chest feels tight and constricted, making it hard to breathe deeply. I've been coughing a lot, especially at night, and it feels like I can't get a full breath.  I'm also very tired and weak, and my fever has been lingering for a few days. When I cough, I bring up a lot of thick, sticky mucus."
34,"""I've been waking up in the middle of the night, gasping for air. My chest feels tight, and I have a persistent cough that makes it hard to breathe. I'm also feeling really weak and tired, and my fever is high.  When I cough, I bring up a lot of thick, white phlegm."""
34,"""I feel like my chest is constantly tight and it's hard to get a full breath. I've been coughing a lot, and sometimes it feels like I can't catch my breath at all. My temperature is really high, and I'm coughing up thick phlegm. I just feel completely drained and exhausted."""
34,"""I can't seem to catch my breath, and my chest feels tight. It's like there's a weight on my chest, and I'm constantly wheezing. I've been coughing a lot, and it feels like I can't get any air in. I'm also exhausted and have a high fever. It's making it hard to sleep."""
34,"""It feels like my chest is constantly tight, and I have this persistent cough that makes it hard to breathe. My fever has been sky high, and I've been feeling so weak and drained.  Every time I cough, I produce a ton of thick, sticky mucus, it's like my body is trying to drown me in it."""
34,"My chest feels tight and I can hardly catch my breath.  It feels like there's a weight on my chest.  I've been coughing a lot, especially at night, and the cough is getting worse. My fever has been high for a few days now, and I feel so weak and tired. When I cough, it feels like there's thick mucus in my lungs that's hard to get out.  I'm worried something is seriously wrong."
34,"""I've been feeling like I'm constantly battling for air.  My chest feels tight, and I have this hacking cough that just won't stop.  It's hard to sleep because I wake up gasping for breath.  My fever is high, and I feel weak and drained. Every time I cough, it feels like I'm bringing up thick, sticky mucus."""
34,"""I've been waking up in the middle of the night gasping for air, and it feels like my chest is so tight I can barely breathe. My cough is getting worse, and I'm so exhausted I can barely get out of bed. I'm coughing up thick mucus, and my fever keeps spiking. I'm worried because I can't seem to catch my breath, and even simple tasks leave me feeling completely drained."""
34,"""I can't seem to catch my breath and have this persistent cough that just won't quit.  My chest feels tight, and I'm constantly wheezing, especially at night. I'm also extremely exhausted, even after sleeping for hours."""
34,"""I feel like I can barely catch my breath, and my chest feels tight. I've been coughing a lot, and it seems like the more I cough, the worse it gets. My fever has been high, and I'm feeling extremely tired and weak.  I've also noticed that I'm coughing up a lot of thick mucus."""
34,"""I've been waking up in the middle of the night, gasping for air. I can't seem to catch my breath, and my chest feels tight. My cough has been getting worse, and I'm coughing up a lot of thick mucus. I also have a fever and feel exhausted all the time."""
34,"""I've been feeling under the weather for a few days now.  My chest feels tight and it's hard to take a full breath.  I've been coughing a lot, and it feels like I can't seem to get a good breath.  I've also been running a high fever and feel incredibly weak.  It's almost impossible to get out of bed, and I'm starting to worry."""
34,"""My chest feels tight and I'm struggling to catch my breath.  I've been coughing a lot, and it feels like there's something stuck in my throat.  I've also had a fever for a few days and I'm feeling very weak."""
34,"""I've been feeling like I can't catch my breath, and it's getting worse. My chest feels tight, and it's hard to take a deep breath. I've also had a persistent cough, and my fever has been high.  I'm exhausted, and even simple tasks seem to make me out of breath.  I think I might be having trouble breathing because of the phlegm I cough up, it's thick and sometimes comes out in big chunks."""
34,"""I can't seem to shake this cough, and my chest feels tight. It's hard to breathe deeply, and I feel like I'm always gasping for air.  My fever is really high, and I feel exhausted. I've noticed a lot of thick, sticky mucus coming up when I cough."""
34,"""My chest feels tight and I can't seem to catch my breath. I've been coughing a lot, and it's been hard to sleep because I keep waking up feeling like I can't get enough air.  I'm also exhausted and have a fever that just won't break. When I cough, I produce a lot of thick, sticky phlegm."""
34,"""I've been feeling terrible lately.  It started with this awful cough that just won't quit, and now I'm struggling to catch my breath. My fever is sky-high, and I'm so weak I can barely move.  It feels like I'm drowning in thick, sticky mucus every time I cough. I just want this to go away."""
34,"""I've been feeling like I'm drowning in my own chest.  My breathing is so tight and shallow, and every time I cough, it feels like I'm trying to heave up a brick.  My fever is high, and I'm so exhausted I can barely move.  My cough has been going on for days, and it just won't stop, and now I'm starting to feel really scared."""
34,"""My chest feels tight and I'm struggling to catch my breath. I have a persistent cough, and I'm coughing up thick phlegm. My fever is high, and I feel exhausted and weak."""
34,"""My chest feels tight and heavy, making it hard to breathe, especially when I try to take a deep breath.  I've had a cough for days now, and it's getting worse.  It's dry and hacking, and sometimes I cough up phlegm.  I'm also very tired and have a fever.  I just feel overall unwell."""
34,"""I've been waking up in the middle of the night gasping for air. It's like my chest is constricted, and I can't catch my breath. I've also been coughing a lot, and it feels like there's something stuck in my throat. I'm exhausted, and my fever feels like it's burning me from the inside out.  I've noticed a lot of mucus when I cough, and it's just getting harder to breathe."""
34,"""I've been waking up in the middle of the night gasping for air.  It's like my chest is tight and I can't seem to get enough air in.  My cough has been persistent, and I've been feeling really weak and tired.  I've also noticed a fever, and I've been coughing up a lot of thick, sticky phlegm."""
34,"""My chest feels tight, and it's hard to catch my breath, especially when I try to do anything active.  I've been waking up at night gasping for air, and I have this nagging cough that won't quit. It's been happening for weeks now, and I'm starting to get worried.  I also feel tired all the time and have noticed a whistling sound when I breathe."""
